url_len,dom_len,is_ip,tld_len,subdom_cnt,letter_cnt,digit_cnt,special_cnt,eq_cnt,qm_cnt,amp_cnt,dot_cnt,dash_cnt,under_cnt,letter_ratio,digit_ratio,spec_ratio,is_https,slash_cnt,entropy,path_len,query_len,__true_label
21,9,0,5,1,14,0,7,0,0,0,3,0,0,0.666666667,0.0,0.333333333,0,3,3.39138647,1,0,0
22,10,0,3,1,15,0,7,0,0,0,2,1,0,0.681818182,0.0,0.318181818,0,3,3.629219687,1,0,0
28,10,0,3,1,22,0,6,0,0,0,2,0,0,0.785714286,0.0,0.214285714,1,3,4.182005815,1,0,1
25,17,0,3,0,20,0,5,0,0,0,1,0,0,0.8,0.0,0.2,0,3,3.829275071,1,0,0
31,18,0,3,1,25,0,6,0,0,0,2,0,0,0.806451613,0.0,0.193548387,1,3,3.800182197,1,0,0
20,8,0,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.546439345,1,0,0
30,18,0,3,1,24,0,6,0,0,0,2,0,0,0.8,0.0,0.2,0,3,3.789898095,1,0,0
50,13,0,3,1,40,0,10,1,1,0,3,0,0,0.8,0.0,0.2,1,4,4.16107688,15,9,0
24,11,0,5,1,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,1,3,3.823934896,1,0,0
22,10,0,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.754441846,1,0,0
29,17,0,6,1,22,0,7,0,0,0,3,0,0,0.75862069,0.0,0.24137931,0,3,3.926272374,1,0,0
35,12,0,6,1,25,0,10,1,1,0,3,0,0,0.714285714,0.0,0.285714286,0,4,4.114718017,4,7,0
29,17,0,2,1,21,0,8,0,0,0,2,2,0,0.724137931,0.0,0.275862069,0,3,3.857306857,1,0,0
29,12,0,3,2,22,0,7,0,0,0,3,0,0,0.75862069,0.0,0.24137931,1,3,3.831276253,1,0,0
26,10,0,3,1,20,0,6,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,3.902174814,1,0,1
19,7,0,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.181366329,1,0,0
43,20,0,3,1,30,8,5,0,0,0,2,0,0,0.697674419,0.186046512,0.11627907,0,2,4.489877255,0,0,1
23,11,0,2,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.729446195,1,0,0
21,6,0,2,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,1,3,3.427333494,3,0,0
20,8,0,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.546439345,1,0,0
26,13,0,3,1,20,0,6,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,3.87314068,1,0,0
64,13,0,2,1,53,2,9,1,1,0,2,0,1,0.828125,0.03125,0.140625,0,3,4.861033547,7,32,0
41,10,0,5,3,31,0,10,0,0,0,5,0,0,0.756097561,0.0,0.243902439,0,4,4.055501322,9,0,0
22,10,0,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.663532755,1,0,0
30,18,0,2,1,23,0,7,0,0,0,2,1,0,0.766666667,0.0,0.233333333,0,3,3.939572262,1,0,0
17,8,0,2,0,12,0,5,0,0,0,1,0,0,0.705882353,0.0,0.294117647,1,3,3.410417253,1,0,0
27,15,0,3,1,21,0,6,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,3.856196298,1,0,0
24,12,0,3,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.54248125,1,0,0
21,13,0,3,0,17,0,4,0,0,0,1,0,0,0.80952381,0.0,0.19047619,1,2,3.784941827,0,0,0
29,16,0,3,1,22,0,7,0,0,0,2,1,0,0.75862069,0.0,0.24137931,1,3,4.021268495,1,0,0
36,24,0,3,1,30,0,6,0,0,0,2,0,0,0.833333333,0.0,0.166666667,0,3,3.96132014,1,0,0
32,11,0,6,1,24,0,8,0,0,0,4,0,0,0.75,0.0,0.25,0,3,3.843139062,10,0,0
47,24,0,3,1,30,11,6,0,0,0,2,1,0,0.638297872,0.234042553,0.127659574,0,2,4.434818841,0,0,1
25,13,0,5,1,19,0,6,0,0,0,3,0,0,0.76,0.0,0.24,1,2,3.643074189,0,0,0
26,14,0,9,1,16,2,8,0,0,0,4,0,0,0.615384615,0.076923077,0.307692308,0,3,3.87314068,1,0,0
33,10,0,3,1,27,0,6,0,0,0,2,0,0,0.818181818,0.0,0.181818182,1,3,4.07850615,1,0,1
25,13,0,3,1,19,0,6,0,0,0,2,0,0,0.76,0.0,0.24,0,3,3.73366069,1,0,0
27,10,0,3,1,17,4,6,0,0,0,2,0,0,0.62962963,0.148148148,0.222222222,1,3,4.134336113,1,0,1
38,15,0,3,0,31,0,7,0,0,0,2,0,0,0.815789474,0.0,0.184210526,1,4,3.777551119,15,0,1
22,10,0,6,1,15,0,7,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,3.538310596,1,0,0
23,11,0,3,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.675310869,1,0,0
20,8,0,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.50869497,1,0,0
31,19,0,3,1,26,0,5,0,0,0,2,0,0,0.838709677,0.0,0.161290323,1,2,3.719852359,0,0,0
20,8,0,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.546439345,1,0,0
24,11,0,2,1,18,1,5,0,0,0,2,0,0,0.75,0.041666667,0.208333333,1,2,4.001629167,0,0,0
23,15,0,3,0,18,0,5,0,0,0,1,0,0,0.782608696,0.0,0.217391304,0,3,3.762267391,1,0,0
28,16,0,2,1,21,0,7,0,0,0,2,1,0,0.75,0.0,0.25,0,3,4.012188404,1,0,0
16,8,0,3,0,11,0,5,0,0,0,1,0,0,0.6875,0.0,0.3125,0,3,3.452819531,1,0,0
19,7,0,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.181366329,1,0,0
27,15,0,3,1,21,0,6,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,3.736006946,1,0,0
159,10,0,3,2,114,17,28,6,0,6,3,2,0,0.716981132,0.106918239,0.176100629,1,4,4.955929541,112,0,1
36,10,0,6,1,27,0,9,0,0,0,4,0,0,0.75,0.0,0.25,1,4,4.127986807,15,0,0
31,10,0,3,1,22,3,6,0,0,0,2,0,0,0.709677419,0.096774194,0.193548387,1,3,4.171465262,1,0,1
22,10,0,5,1,15,0,7,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,3.503997527,1,0,0
22,10,0,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.629219687,1,0,0
20,7,0,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,1,3,3.646439345,1,0,0
41,11,0,6,1,32,0,9,0,0,0,4,0,0,0.780487805,0.0,0.219512195,0,4,4.094760846,19,0,0
37,24,0,3,1,31,0,6,0,0,0,2,0,0,0.837837838,0.0,0.162162162,1,3,4.080414514,1,0,0
32,19,0,3,1,26,0,6,0,0,0,2,0,0,0.8125,0.0,0.1875,1,3,4.015319531,1,0,0
28,10,0,3,0,22,0,6,0,0,0,1,0,0,0.785714286,0.0,0.214285714,1,4,3.610577243,10,0,1
35,23,0,3,1,29,0,6,0,0,0,2,0,0,0.828571429,0.0,0.171428571,0,3,4.014438731,1,0,0
28,6,0,2,1,21,0,7,0,0,0,3,0,0,0.75,0.0,0.25,1,3,3.52969644,10,0,0
56,19,0,2,1,43,2,11,1,1,0,3,1,1,0.767857143,0.035714286,0.196428571,0,3,4.614605145,15,10,0
23,11,0,3,1,16,0,7,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,3.555533151,1,0,0
24,12,0,3,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.605388542,1,0,0
21,8,0,3,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,1,3,3.463280518,1,0,0
21,13,0,6,0,16,0,5,0,0,0,2,0,0,0.761904762,0.0,0.238095238,1,2,3.725650756,0,0,0
38,10,0,3,1,31,0,7,0,0,0,2,1,0,0.815789474,0.0,0.184210526,1,3,4.135699553,1,0,1
27,11,0,4,1,15,6,6,0,0,0,2,0,0,0.555555556,0.222222222,0.222222222,0,3,4.134336113,1,0,1
